"Time","01-01 Riser Return","01 Riser Return"
"2019-04-26 02:27:18",87.8
"2019-04-26 02:48:04",86.5
"2019-04-26 02:53:08",,92.5
"2019-04-26 03:08:54",87
"2019-04-26 03:28:54",,95.4
"2019-04-26 03:29:45",90
"2019-04-26 03:50:44",90.8
"2019-04-26 04:04:41",,97.7
"2019-04-26 04:11:24",90.5
"2019-04-26 04:32:20",90.1
"2019-04-26 04:40:31",,96.8
"2019-04-26 04:53:07",90
"2019-04-26 05:14:01",90.7
"2019-04-26 05:16:24",,97.4
"2019-04-26 05:32:09",91.6
"2019-04-26 05:39:12",88.8
"2019-04-26 05:52:09",,98.9
"2019-04-26 06:00:02",91.4
"2019-04-26 06:20:56",90.7
"2019-04-26 06:27:58",,97.8
"2019-04-26 06:41:44",89.9
"2019-04-26 07:02:43",90.5
"2019-04-26 07:04:00",,96.9
"2019-04-26 07:23:27",92.2
"2019-04-26 07:39:39",,100.6
"2019-04-26 07:44:26",93.4
"2019-04-26 08:05:24",91.8
"2019-04-26 08:15:26",,99.3
"2019-04-26 08:26:05",91.6
"2019-04-26 08:46:56",91
"2019-04-26 08:51:21",,98.1
"2019-04-26 09:07:46",90.2
"2019-04-26 09:27:07",,97.4
"2019-04-26 09:28:36",90.1
"2019-04-26 09:49:27",89.5
"2019-04-26 10:02:54",,95.8
"2019-04-26 10:10:15",89.4
"2019-04-26 10:31:03",90.3
"2019-04-26 10:38:41",,97.4
"2019-04-26 10:51:55",91.8
"2019-04-26 11:11:28",91.5
"2019-04-26 11:13:52",,100.3
"2019-04-26 11:32:17",92.1
"2019-04-26 11:49:07",,97.7
"2019-04-26 11:53:09",88.9
"2019-04-26 12:14:01",89.1
"2019-04-26 12:24:54",,95.5
"2019-04-26 12:34:54",88.4
"2019-04-26 12:55:52",91.1
"2019-04-26 12:59:59",,97.9
"2019-04-26 13:17:00",90.6
"2019-04-26 13:35:47",,96.2
"2019-04-26 13:37:25",89
"2019-04-26 13:58:14",87.8
"2019-04-26 14:11:41",,93.9
"2019-04-26 14:19:05",87.8
"2019-04-26 14:39:53",88.9
"2019-04-26 14:47:26",,95.8
"2019-04-26 15:00:44",90.8
"2019-04-26 15:21:35",90.8
"2019-04-26 15:23:20",,98.3
"2019-04-26 15:42:25",91.9
"2019-04-26 15:59:07",,99.3
"2019-04-26 16:03:14",91.9
"2019-04-26 16:24:02",91.7
"2019-04-26 16:34:56",,99.3
"2019-04-26 16:44:53",92
"2019-04-26 17:05:49",91.9
"2019-04-26 17:10:47",,99.1
"2019-04-26 17:26:37",91.6
"2019-04-26 17:46:36",,98.4
"2019-04-26 17:47:28",91.2
"2019-04-26 18:08:18",91.7
"2019-04-26 18:22:26",,98.8
"2019-04-26 18:29:13",91.7
"2019-04-26 18:50:03",91.1
"2019-04-26 18:58:14",,98.1
"2019-04-26 19:10:54",90.4
"2019-04-26 19:31:42",90.4
"2019-04-26 19:33:59",,97.1
"2019-04-26 19:52:31",91.2
"2019-04-26 20:09:51",,98.8
"2019-04-26 20:13:23",91.6
"2019-04-26 20:34:18",92
"2019-04-26 20:45:36",,99.5
"2019-04-26 20:55:28",92.4
"2019-04-26 21:16:00",92.3
"2019-04-26 21:21:27",,100
"2019-04-26 21:36:47",92
"2019-04-26 21:57:11",,98.7
"2019-04-26 21:57:38",91.3
"2019-04-26 22:18:29",90.5
"2019-04-26 22:33:01",,96.7
"2019-04-26 22:39:17",89
"2019-04-26 23:00:08",88.1
"2019-04-26 23:08:48",,94.6
"2019-04-26 23:20:58",88.9
"2019-04-26 23:41:58",90.6
"2019-04-26 23:44:40",,97.2
"2019-04-27 00:02:39",90.5
"2019-04-27 00:20:24",,96.8
"2019-04-27 00:23:28",89.3
"2019-04-27 00:44:27",88.4
"2019-04-27 00:56:15",,94.9
"2019-04-27 01:05:11",88.1
"2019-04-27 01:26:01",87.5
"2019-04-27 01:32:04",,93.9
"2019-04-27 01:46:50",87.8
"2019-04-27 02:07:39",89.9
"2019-04-27 02:07:55",,95.8
"2019-04-27 02:28:32",91.7
"2019-04-27 02:43:41",,98.8
"2019-04-27 02:49:31",91.2
"2019-04-27 03:10:14",90.4
"2019-04-27 03:19:27",,97.1
"2019-04-27 03:31:02",89.8
"2019-04-27 03:51:52",89.8
"2019-04-27 03:55:15",,96.4
"2019-04-27 04:12:43",90.3
"2019-04-27 04:31:07",,97.4
"2019-04-27 04:33:35",90.9
"2019-04-27 04:54:37",91.1
"2019-04-27 05:06:58",,97.8
"2019-04-27 05:15:18",90.7
"2019-04-27 05:36:05",90.6
"2019-04-27 05:42:37",,97.1
"2019-04-27 05:56:55",90.5
"2019-04-27 06:17:46",91.2
"2019-04-27 06:18:30",,97.7
"2019-04-27 06:38:41",92.6
"2019-04-27 06:54:21",,100.2
"2019-04-27 06:59:25",92.6
"2019-04-27 07:20:16",91.6
"2019-04-27 07:30:10",,98.3
"2019-04-27 07:39:26",89.9
"2019-04-27 07:57:33",88.3
"2019-04-27 08:05:54",,95.6
"2019-04-27 08:18:27",89.6
"2019-04-27 08:39:17",90.8
"2019-04-27 08:41:42",,97.5
"2019-04-27 09:00:08",90.9
"2019-04-27 09:17:33",,97.7
"2019-04-27 09:20:59",91
"2019-04-27 09:42:01",91.6
"2019-04-27 09:53:20",,98.6
"2019-04-27 10:02:46",91.4
"2019-04-27 10:23:32",91.6
"2019-04-27 10:29:10",,98.5
"2019-04-27 10:44:27",91.8
"2019-04-27 11:05:00",,99.2
"2019-04-27 11:05:16",92
"2019-04-27 11:26:06",90.7
"2019-04-27 11:40:47",,96.9
"2019-04-27 11:47:01",89.6
"2019-04-27 12:07:46",89.7
"2019-04-27 12:16:25",,96.2
"2019-04-27 12:27:31",90.9
"2019-04-27 12:48:21",94.2
"2019-04-27 12:48:27",,101.7
"2019-04-27 13:09:10",94.7
"2019-04-27 13:24:09",,102.1
"2019-04-27 13:30:07",92.8
"2019-04-27 13:50:52",90.7
"2019-04-27 13:59:57",,97.6
"2019-04-27 14:11:41",89.1
"2019-04-27 14:32:32",88.4
"2019-04-27 14:35:40",,95.2
"2019-04-27 14:53:22",90.5
"2019-04-27 15:11:27",,98.4
"2019-04-27 15:14:12",90.9
"2019-04-27 15:35:01",91.2
"2019-04-27 15:47:16",,98.3
"2019-04-27 15:55:53",91.2
"2019-04-27 16:16:43",92
"2019-04-27 16:23:09",,99.3
"2019-04-27 16:37:41",92
"2019-04-27 16:58:24",92.1
"2019-04-27 16:58:56",,99.8
"2019-04-27 17:19:19",92
"2019-04-27 17:34:45",,99.8
"2019-04-27 17:40:12",92.3
"2019-04-27 18:00:58",92.2
"2019-04-27 18:10:35",,100.3
"2019-04-27 18:21:52",93
"2019-04-27 18:42:40",92.8
"2019-04-27 18:46:22",,100.9
"2019-04-27 19:03:37",91.9
"2019-04-27 19:22:13",,99
"2019-04-27 19:24:23",91.5
"2019-04-27 19:45:15",91.4
"2019-04-27 19:58:00",,99.6
"2019-04-27 20:06:04",92.8
"2019-04-27 20:26:53",92.5
"2019-04-27 20:33:51",,100.1
"2019-04-27 20:47:46",91.1
"2019-04-27 21:08:37",91.4
"2019-04-27 21:09:38",,98.6
"2019-04-27 21:29:27",92.4
"2019-04-27 21:45:24",,100.2
"2019-04-27 21:50:19",92.4
"2019-04-27 22:11:17",92.1
"2019-04-27 22:21:16",,99.7
"2019-04-27 22:32:03",91.8
"2019-04-27 22:52:53",91.3
"2019-04-27 22:56:59",,98.8
"2019-04-27 23:13:41",90.2
"2019-04-27 23:32:49",,96.6
"2019-04-27 23:34:37",89.2
"2019-04-27 23:55:30",89.3
"2019-04-28 00:08:37",,96.5
"2019-04-28 00:16:17",90.1
"2019-04-28 00:37:10",89.2
"2019-04-28 00:44:23",,96.4
"2019-04-28 00:58:01",88.1
"2019-04-28 01:18:49",87.9
"2019-04-28 01:20:13",,94.7
"2019-04-28 01:39:38",88.9
"2019-04-28 01:56:01",,96.2
"2019-04-28 02:00:29",89.4
